Name,Model,publications,F1 Score,RougeL,Length,Vec2,Bleu
Dieter Schmalstieg,davinci,300,0.1535947713333333,0.1997769983333333,500.6666666666667,0.0,0.0844666666666666
Dieter Schmalstieg,turbo,300,0.2158066806666666,0.3579318716666666,955.3333333333334,0.9749320666666668,0.1087
Daniel Weiskopf,ada,250,0.0645439906666666,0.1169299486666666,356.3333333333333,0.83251971,0.0
Daniel Weiskopf,curie,250,0.0871587403333333,0.1986570046666666,781.6666666666666,0.8818631133333333,0.0503666666666666
Daniel Weiskopf,turbo,250,0.2471829673333333,0.3782754436666666,707.6666666666666,0.97440849,0.1312666666666666
Daniel Weiskopf,davinci,250,0.1551876976666666,0.2860411186666666,568.6666666666666,0.9116684198379515,0.0799
Catherine Plaisant,turbo,150,0.2807175943333333,0.4275339456666667,850.3333333333334,0.9735972833333334,0.1882333333333333
Catherine Plaisant,curie,150,0.1889983853333333,0.2738227813333333,627.3333333333334,0.9612712566666666,0.1008666666666666
Catherine Plaisant,ada,150,0.064452142,0.1634448173333333,366.3333333333333,0.8987539333333334,0.0037333333333333
Catherine Plaisant,davinci,150,0.2753607503333333,0.4019598873333334,651.3333333333334,0.951963702837626,0.1346333333333333
Carla E. Brodley,turbo,84,0.3130606543333333,0.444811589,627.6666666666666,0.9603251966666668,0.2279
Carla E. Brodley,ada,84,0.1144226686666666,0.238372719,482.6666666666667,0.9429239166666666,0.0394333333333333
Carla E. Brodley,curie,84,0.2198639393333333,0.3630710653333333,668.3333333333334,0.9690602333333334,0.1626333333333333
Carla E. Brodley,davinci,84,0.3542728293333333,0.5077871573333333,499.6666666666667,0.948346753915151,0.2365666666666666
Benjamin B. Bederson,turbo,100,0.2186922186666666,0.366142096,731.6666666666666,0.9641878666666668,0.1412666666666666
Benjamin B. Bederson,curie,100,0.136247125,0.272240975,730.0,0.95666201,0.079
Benjamin B. Bederson,ada,100,0.0728488143333333,0.2095730833333333,526.0,0.92846972,0.0383666666666666
Benjamin B. Bederson,davinci,100,0.2108250423333333,0.370198472,544.3333333333334,0.8920310934384664,0.0913
Ben Shneiderman,ada,400,0.065364069,0.1484063016666666,559.6666666666666,0.9191924866666668,0.0075
Ben Shneiderman,curie,400,0.1740581676666666,0.2793209136666666,745.3333333333334,0.9501951333333332,0.0747
Ben Shneiderman,turbo,400,0.23869147,0.3488938053333333,823.6666666666666,0.9738387333333334,0.1321666666666666
Ben Shneiderman,davinci,400,0.1602629203333333,0.2528919456666667,537.3333333333334,0.0,0.08
Anna Celler,turbo,14,0.1999270073333333,0.2925713213333333,592.6666666666666,0.9533539833333332,0.0740333333333333
Anna Celler,davinci,14,0.1555602866666666,0.265686888,357.0,0.0,0.0853999999999999
Anna Celler,curie,14,0.2292301303333333,0.3316554623333334,561.3333333333334,0.9553696766666668,0.1267666666666666
Anna Celler,ada,14,0.097248371,0.2104823346666666,496.3333333333333,0.9249757966666668,0.0577
Achim Ebert,turbo,100,0.2642138503333333,0.3494838766666666,778.3333333333334,0.96683091,0.1538
Achim Ebert,davinci,100,0.258757041,0.3553711093333333,466.6666666666667,0.9401955803235372,0.1455666666666666
Achim Ebert,curie,100,0.197880128,0.3241597856666666,658.0,0.9576323266666668,0.0960333333333333
Achim Ebert,ada,100,0.1723783876666667,0.2526556773333333,370.6666666666667,0.9371866633333332,0.0418
